fiscal_year,fund,department,tag_peoples_budget,class,total
2024,Aviation Fund,Office of Sustainability,Government Operations,Personal Services,80873
2024,Aviation Fund,Office of Sustainability,Government Operations,Purchase of Services,30000
2024,Community Development Fund,Planning and Development,Housing & Homeless Services,Personal Services,4968702
2024,Community Development Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,223847826
2024,Community Development Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",214000
2024,Community Development Fund,Department of Planning and Development City of Philadelphia - 23 - City of Philadelphia,Government Operations,Payments to Other Funds,25000
2024,Community Development Fund,Licenses & Inspection,Government Operations,Personal Services,490303
2024,Community Development Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,5855309
2024,Community Development Fund,Finance,Government Operations,Advances and Other Misc. Payments,20000000
2024,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,2151287
2024,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,18021000
2024,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,"Materials, Supplies & Equip.",50000
2024,Community Development Fund,Law,Government Operations,Personal Services,195573
2024,Car Rental Tax Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,7000000
2024,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Personal Services,5232517
2024,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Pers. Svcs.-Emp.Benefits,7033658
2024,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,2039750
2024,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,"Materials, Supplies & Equip.",81075
2024,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Payments to Other Funds,90000
2024,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Personal Services,3914143
2024,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Pers. Svcs.-Emp.Benefits,300425
2024,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,98589432
2024,Housing Trust Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",150000
2024,Housing Trust Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,8720000
2024,Acute Care Hospital Fund,Public Health,Public Health Centers,Personal Services,7971425
2024,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,7214734
2024,Acute Care Hospital Fund,Department of Public Health City of Philadelphia - 25 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",1050000
2024,Acute Care Hospital Fund,Department of Public Health City of Philadelphia - 25 - City of Philadelphia,Government Operations,Payments to Other Funds,4500000
2024,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,235000000
2024,Acute Care Hospital Fund,Finance,Government Operations,Personal Services,75000
2024,Acute Care Hospital Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,285841
2024,Acute Care Hospital Fund,Revenue,Government Operations,Personal Services,30000
2024,Acute Care Hospital Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",15000
2024,Budget Stabilization Fund,Finance-Budget Stabilization,Government Operations,Payments to Other Funds,100
2024,Philadelphia County Demolition Fund,Department of Licenses and Inspections City of Philadelphia - 26 - City of Philadelphia,Government Operations,Purchase of Services,1000000
2024,Transportation Fund,Streets,Streets,Personal Services,50455160
2024,Transportation Fund,Streets,Streets,Purchase of Services,13990739
2024,Transportation Fund,Streets,Streets,"Materials, Supplies & Equip.",9624523
2024,Transportation Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,25013578
