fiscal_year,fund,department,tag_peoples_budget,class,total
2018,Aviation Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,159426123
2018,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,49555783
2018,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,109296196
2018,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,"Materials, Supplies & Equip.",12529357
2018,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,"Contrib., Indemnities & Taxes",6002500
2018,Aviation Fund,Director of Commerce City of Philadelphia - 23 - City of Philadelphia,Government Operations,Payments to Other Funds,14625000
2018,Aviation Fund,Law,Government Operations,Personal Services,1563803
2018,Aviation Fund,Office of Sustainability,Government Operations,Personal Services,63873
2018,Aviation Fund,Office of Sustainability,Government Operations,Purchase of Services,30000
2018,Community Development Fund,Planning and Development,Housing & Homeless Services,Personal Services,4726282
2018,Community Development Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,53092975
2018,Community Development Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",261000
2018,Community Development Fund,Planning and Development,Housing & Homeless Services,Payments to Other Funds,25000
2018,Community Development Fund,Licenses & Inspection,Government Operations,Personal Services,514818
2018,Community Development Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,4275040
2018,Community Development Fund,Finance,Government Operations,Advances and Other Misc. Payments,20000000
2018,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,1140312
2018,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,7945000
2018,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,"Materials, Supplies & Equip.",3000
2018,Community Development Fund,Law,Government Operations,Personal Services,195573
2018,Car Rental Tax Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,7000000
2018,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Personal Services,3931000
2018,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Pers. Svcs.-Emp.Benefits,3713000
2018,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,2267000
2018,Municipal Pension Fund,Board of Pensions and Retirement City of Philadelphia - 25 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",138000
2018,Municipal Pension Fund,Board of Pensions and Retirement City of Philadelphia - 25 - City of Philadelphia,Government Operations,Payments to Other Funds,125000
2018,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Personal Services,1250000
2018,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,26250000
2018,Acute Care Hospital Fund,Public Health,Public Health Centers,Personal Services,4400969
2018,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,6690795
2018,Acute Care Hospital Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",547000
2018,Acute Care Hospital Fund,Public Health,Public Health Centers,Payments to Other Funds,500000
2018,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,149000000
2018,Acute Care Hospital Fund,Finance,Government Operations,Personal Services,75000
2018,Acute Care Hospital Fund,Director of Finance - Fringe Benefits City of Philadelphia - 26 - City of Philadelphia,Government Operations,Pers. Svcs.-Emp.Benefits,268236
2018,Acute Care Hospital Fund,Revenue,Government Operations,Personal Services,30000
2018,Acute Care Hospital Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",15000
